Nombre,Composición por 100g de Porción Comestible,Composition per 100g Edible Portion,P. comestible  por 1g,Edible P. per 1g,Energía kcal,kcal energy,Agua g,g water,Alcohol g,Alcohol g,Proteínas g,g proteins,H. de Carbono g,Carbon H. g,Almidón g,Starch g,Azúcares  sencillos g,Simple sugars g,Azúcares libres g,free sugars g,Fibra vegetal g,Vegetable fiber g,Grasa total g,Total fat g,AGS g,AGS g,AGM g,AGM g,AGP g,AGP g,Colesterol mg,Cholesterol mg,Vitamina A (Eq. de Retinol) µg,Vitamin A (Retinol Eq.) µg,Retinol µg,Retinol µg,Carotenoides (Eq. ß-caroteno)  µg,Carotenoids (Eq. ß-carotene) µg,Vit. D µg,Vit. D µg,Vit. E (Eq. a-tocoferol) mg,Vit. E (Eq. a-tocopherol) mg,Vit. K µg,Vit. K µg,Vitamina B1  mg,Vitamin B1 mg,Vitamina B2  mg,Vitamin B2 mg,Equivalentes de Niacina  mg,Niacin mg equivalents,Vit. B6  mg,Vit. B6mg,Eq. Folato dietético  µg,Eq. Dietary folate µg,Vit. B12  µg,Vit. B12 µg,Pantoténico  mg,Pantothenic mg,Biotina  µg,Biotin µg,Vit. C  mg,Vit. Cmg,Calcio  mg,Calcium mg,Fósforo  mg,Phosphorus mg,Hierro  mg,Iron mg,Iodo  µg,Iodine µg,Cinc  mg,Zinc mg,Magnesio  mg,Magnesium mg,Sodio  mg,Sodium mg,Potasio  mg,Potassium mg,Manganeso  mg,Manganese mg,Cobre  mg,Copper mg,Selenio  µg,Selenium µg
90604,Gofre,Waffle,1,1,225,225,"58,1",58.1,0,0,"4,8",4.8,"23,9",23.9,"15,8",15.8,"8,1",8.1,"8,1",8.1,"0,97",0.97,12,12,"6,8",6.8,"3,4",3.4,"0,76",0.76,"85,2",85.2,119,119,"41,2",41.2,"7,7",7.7,"0,36",0.36,"0,65",0.65,"9,5",9.5,51,51,"0,1",0.1,"1,2",1.2,51,51,"12,4",12.4,"0,4",0.4,"0,43",0.43,"4,6",4.6,"0,32",0.32,43,43,"78,3",78.3,"0,58",0.58,"6,3",6.3,"0,58",0.58,"9,9",9.9,"52,3",52.3,"92,4",92.4,"0,17",0.17,51,51,"2,9",2.9
90605,Milhoja con nata y crema,Millefeuille with cream and cream,1,1,281,281,"47,2",47.2,0,0,"4,5",4.5,33,33,"22,2",22.2,"10,8",10.8,"10,8",10.8,1,1,"14,3",14.3,9,9,"4,2",4.2,"0,61",0.61,127,127,24,24,23,23,___,___,"0,4",0.4,"1,1",1.1,"1,3",1.3,"0,1",0.1,"0,1",0.1,"0,85",0.85,"0,1",0.1,9,9,"0,2",0.2,"0,3",0.3,___,___,0,0,68,68,70,70,"0,6",0.6,___,___,"0,4",0.4,10,10,286,286,141,141,"0,19",0.19,"0,05",0.05,"7,8",7.8
90606,Pasta de te,tea paste,1,1,446,446,"5,2",5.2,0,0,"6,9",6.9,73,73,"59,1",59.1,"13,9",13.9,"13,9",13.9,"1,1",1.1,"13,8",13.8,"3,5",3.5,"7,7",7.7,"1,9",1.9,0,0,0,0,0,0,0,0,0,0,"0,12",0.12,"5,9",5.9,"0,35",0.35,"0,33",0.33,"3,5",3.5,"0,02",0.02,14,14,"0,05",0.05,"0,37",0.37,___,___,0,0,43,43,114,114,"2,8",2.8,0,0,"0,64",0.64,18,18,393,393,100,100,"0,42",0.42,"0,16",0.16,7,7
90607,Pastel de chocolate,Chocolate cake,1,1,443,443,"23,3",23.3,0,0,"5,2",5.2,"41,8",41.8,"6,1",6.1,"35,7",35.7,"35,7",35.7,"1,8",1.8,"27,9",27.9,"16,9",16.9,"8,7",8.7,1,1,148,148,___,___,___,___,___,___,"0,7",0.7,"0,88",0.88,"3,8",3.8,"0,05",0.05,"0,15",0.15,"1,3",1.3,"0,06",0.06,"25,9",25.9,"0,4",0.4,"0,3",0.3,___,___,0,0,32,32,107,107,"1,4",1.4,___,___,"0,4",0.4,35,35,365,365,142,142,"0,28",0.28,"0,21",0.21,"11,9",11.9
90608,Pastel relleno de crema,Cream filled cake,1,1,370,370,"21,6",21.6,0,0,"3,1",3.1,"63,5",63.5,"28,7",28.7,"34,6",34.6,"34,6",34.6,"0,4",0.4,"11,4",11.4,"2,6",2.6,"4,1",4.1,"3,3",3.3,60,60,5,5,5,5,0,0,1,1,2,2,"1,3",1.3,"0,15",0.15,"0,13",0.13,"1,2",1.2,25,25,"45,8",45.8,"0,11",0.11,"0,27",0.27,___,___,"0,1",0.1,45,45,187,187,"1,3",1.3,___,___,"0,29",0.29,8,8,365,365,87,87,"0,17",0.17,55,55,"3,1",3.1
90609,Profiteroles con chocolate,Profiteroles with chocolate,1,1,302,302,"38,5",38.5,0,0,"5,5",5.5,42,42,34,34,8,8,8,8,2,2,12,12,"7,3",7.3,___,___,___,___,"61,5",61.5,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,"1,4",1.4,___,___,___,___,___,___,120,120,110,110,___,___,___,___,___,___
90610,Profiteroles sin chocolate,Profiteroles without chocolate,1,1,374,374,"42,5",42.5,0,0,6,6,20,20,"8,1",8.1,"11,9",11.9,"11,9",11.9,2,2,"29,5",29.5,20,20,___,___,___,___,42,42,___,___,___,___,___,___,0,0,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,78,78,___,___,"2,2",2.2,___,___,___,___,___,___,120,120,194,194,___,___,___,___,___,___
90611,Pudin de pasas,raisin pudding,1,1,211,211,58,58,0,0,"4,6",4.6,"24,7",24.7,"6,1",6.1,"18,8",18.8,"18,8",18.8,3,3,"9,7",9.7,"4,5",4.5,4,4,"0,7",0.7,45,45,"24,5",24.5,23,23,9,9,"0,2",0.2,"0,64",0.64,"1,3",1.3,"0,08",0.08,"0,08",0.08,"1,7",1.7,"0,08",0.08,8,8,0,0,"0,2",0.2,4,4,Tr.,Tr.,79,79,76,76,"1,5",1.5,___,___,"0,5",0.5,27,27,200,200,350,350,"0,4",0.4,"0,22",0.22,7,7
90612,Tarta de crema pastelera y manzana,Pastry cream and apple pie,1,1,208,208,59,59,0,0,"1,8",1.8,"28,7",28.7,"11,5",11.5,"17,2",17.2,7,7,"1,3",1.3,"9,2",9.2,"2,9",2.9,"3,3",3.3,"2,1",2.1,7,7,"16,8",16.8,14,14,17,17,"0,2",0.2,"0,5",0.5,"4,2",4.2,95,95,96,96,"0,77",0.77,36,36,14,14,"0,01",0.01,___,___,___,___,"2,3",23,27,27,31,31,"0,75",0.75,___,___,"0,17",0.17,8,8,159,159,99,99,___,___,46,46,5,5
90613,Tarta de frutas,fruit cake,1,1,332,332,"26,4",26.4,0,0,"2,9",2.9,"57,9",57.9,"30,5",30.5,"27,4",27.4,"10,4",10.4,"3,7",3.7,"9,1",9.1,1,1,"4,2",4.2,"3,3",3.3,60,60,"7,7",7.7,7,7,4,4,"0,31",0.31,"0,45",0.45,"1,5",1.5,"0,05",0.05,99,99,"1,3",1.3,46,46,20,20,"0,01",0.01,"0,23",0.23,5,5,"0,5",0.5,33,33,52,52,"2,1",2.1,___,___,"0,27",0.27,16,16,101,101,153,153,"0,22",0.22,"0,05",0.05,2,2
90614,Tortita sin nata,Pancake without cream,1,1,297,297,"52,9",52.9,0,0,"5,8",5.8,43,43,24,24,19,19,14,14,"1,3",1.3,11,11,"6,7",6.7,___,___,___,___,___,___,"75,4",75.4,61,61,"12,2",12.2,"0,41",0.41,"0,61",0.61,"13,9",13.9,"0,16",0.16,"0,28",0.28,"2,8",2.8,86,86,"27,3",27.3,"0,56",0.56,"0,63",0.63,"6,8",6.8,"0,51",0.51,"63,8",63.8,118,118,"0,89",0.89,"9,6",9.6,"0,86",0.86,"16,7",16.7,272,272,164,164,"0,25",0.25,73,73,"4,3",4.3
90701,Caramelo,Candy,1,1,382,382,"4,6",4.6,0,0,"0,4",0.4,95,95,0,0,95,95,95,95,0,0,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tr.,Tr.,Tr.,Tr.,0,0,0,0,0,0,"0,01",0.01,___,___,0,0,4,4,8,8,"0,4",0.4,0,0,"0,2",0.2,3,3,41,41,23,23,0,0,0,0,"2,6",2.6
90702,Chicle,Gum,1,1,390,390,3,3,0,0,0,0,"96,7",96.7,0,0,"96,7",96.7,"96,7",96.7,0,0,"0,3",0.3,42,42,79,79,"0,14",0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0.01,___,___,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,4,0,0,0,0,"0,6",0.6
90703,Chicle sin azúcar,sugar free gum,1,1,"2,7",2.7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,3",0.3,42,42,79,79,"0,14",0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0.01,___,___,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,4,0,0,0,0,"0,6",0.6
90704,Polo de hielo,ice lolly,1,1,134,134,"68,2",68.2,0,0,1,1,"29,5",29.5,0,0,"29,5",29.5,"29,5",29.5,0,0,"1,3",1.3,"0,9",0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,1",0.1,0,0,"0,05",0.05,"0,22",0.22,"0,8",0.8,"0,05",0.05,12,12,"0,4",0.4,"0,4",0.4,"2,8",2.8,0,0,29,29,109,109,"0,2",0.2,0,0,"0,4",0.4,5,5,24,24,64,64,Tr.,Tr.,9,9,0,0
90705,Regaliz,Licorice,1,1,323,323,"6,6",6.6,0,0,"3,9",3.9,"71,5",71.5,"6,3",6.3,"65,2",65.2,"65,2",65.2,2,2,"1,9",1.9,"0,6",0.6,"0,5",0.5,"0,7",0.7,0,0,0,0,0,0,0,0,0,0,0,0,___,___,0,0,0,0,0,0,0,0,0,0,0,0,___,___,___,___,0,0,63,63,29,29,"8,1",8.1,___,___,"0,5",0.5,38,38,75,75,220,220,___,___,___,___,___,___
100101,Aceite de cacahuete,Peanut oil,1,1,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,"16,9",16.9,"46,2",46.2,32,32,0,0,0,0,0,0,0,0,0,0,"15,7",15.7,"0,7",0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,___,___,0,0,0,0,0,0,"0,03",0.03,Tr.,Tr.,"0,01",0.01,0,0,0,0,0,0,Tr.,Tr.,0,0,0,0
100102,Aceite de coco,Coconut oil,1,1,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,"86,5",86.5,"5,8",5.8,"1,8",1.8,0,0,0,0,0,0,0,0,0,0,"0,11",0.11,"0,5",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,___,___,0,0,0,0,0,0,"0,04",0.04,Tr.,Tr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100103,Aceite de colza,rapeseed oil,1,1,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,7,7,"60,5",60.5,"26,3",26.3,0,0,0,0,0,0,___,___,0,0,42,42,___,___,0,0,0,0,0,0,0,0,0,0,0,0,___,___,___,___,0,0,"5,6",5.6,0,0,23,23,"0,4",0.4,"0,05",0.05,"0,58",0.58,"5,5",5.5,"10,7",10.7,___,___,___,___,10,10
100104,Aceite de germen de trigo,wheat germ oil,1,1,899,899,"0,1",0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"99,9",99.9,"18,8",18.8,"15,1",15.1,"61,7",61.7,0,0,0,0,0,0,0,0,0,0,215,215,___,___,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,___,___,___,___,0,0,Tr.,Tr.,Tr.,Tr.,0,0,0,0,Tr.,Tr.,___,___,___,___,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,___,___,Tr.,Tr.,Tr.,Tr.
100105,Aceite de girasol,Sunflower oil,1,1,899,899,"0,1",0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"99,9",99.9,12,12,"20,5",20.5,"63,3",63.3,0,0,"4,3",4.3,0,0,26,26,0,0,"62,2",62.2,"9,4",9.4,Tr.,Tr.,Tr.,Tr.,0,0,Tr.,Tr.,0,0,0,0,Tr.,Tr.,0,0,0,0,0,0,0,0,"0,03",0.03,Tr.,Tr.,Tr.,Tr.,0,0,0,0,0,0,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.
100106,Aceite de Hígado de bacalao,Cod Liver Oil,1,1,899,899,"0,1",0.1,0,0,Tr.,Tr.,0,0,0,0,0,0,0,0,0,0,"99,9",99.9,"21,1",21.1,"44,6",44.6,"30,5",30.5,650,650,18000,18000,18000,18000,0,0,210,210,20,20,___,___,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,0,0,0,0,0,0,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.
100107,Aceite de lino,flax oil,1,1,900,900,"0,12",0.12,0,0,"0,11",0.11,0,0,0,0,0,0,0,0,0,0,100,100,9,9,"18,4",18.4,"67,8",67.8,0,0,0,0,0,0,0,0,0,0,"3,6",3.6,"9,3",9.3,0,0,0,0,0,0,0,0,0,0,0,0,___,___,___,___,0,0,1,1,1,1,0,0,___,___,"0,07",0.07,0,0,0,0,0,0,0,0,0,0,0,0
100108,Aceite de maíz,Corn oil,1,1,899,899,"0,1",0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"99,9",99.9,"14,5",14.5,"29,9",29.9,"51,3",51.3,0,0,0,0,0,0,0,0,0,0,34,34,31,31,Tr.,Tr.,Tr.,Tr.,0,0,Tr.,Tr.,0,0,0,0,Tr.,Tr.,0,0,0,0,0,0,0,0,0,0,0,0,Tr.,Tr.,0,0,0,0,0,0,Tr.,Tr.,Tr.,Tr.,0,0
100109,Aceite de nuez,Walnut oil,1,1,898,898,Tr.,Tr.,0,0,Tr.,Tr.,0,0,0,0,0,0,0,0,0,0,"99,8",99.8,"9,3",9.3,"17,1",17.1,69,69,Tr.,Tr.,Tr.,Tr.,0,0,Tr.,Tr.,0,0,"10,8",10.8,___,___,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,0,0,___,___,___,___,0,0,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,___,___,0,0,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,___,___,___,___,___,___
100110,Aceite de oliva,Olive oil,1,1,899,899,"0,1",0.1,0,0,Tr.,Tr.,0,0,0,0,0,0,0,0,0,0,"99,9",99.9,"14,3",14.3,73,73,"8,2",8.2,0,0,0,0,0,0,0,0,0,0,"5,1",5.1,"49,6",49.6,Tr.,Tr.,Tr.,Tr.,0,0,Tr.,Tr.,0,0,0,0,Tr.,Tr.,0,0,0,0,0,0,0,0,"0,4",0.4,0,0,Tr.,Tr.,0,0,0,0,___,___,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.
100111,Aceite de oliva virgen,Virgin olive oil,1,1,899,899,"0,1",0.1,0,0,Tr.,Tr.,0,0,0,0,0,0,0,0,0,0,"99,9",99.9,"14,5",14.5,71,71,10,10,0,0,0,0,0,0,0,0,0,0,12,12,"49,6",49.6,Tr.,Tr.,Tr.,Tr.,0,0,Tr.,Tr.,0,0,0,0,Tr.,Tr.,___,___,0,0,0,0,0,0,0,0,0,0,Tr.,Tr.,0,0,0,0,0,0,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.
100112,Aceite de oliva virgen extra,Extra virgin olive oil,1,1,899,899,"0,1",0.1,0,0,Tr.,Tr.,0,0,0,0,0,0,0,0,0,0,"99,9",99.9,"14,5",14.5,71,71,10,10,0,0,0,0,0,0,0,0,0,0,"19,8",19.8,"49,6",49.6,Tr.,Tr.,Tr.,Tr.,0,0,Tr.,Tr.,0,0,0,0,Tr.,Tr.,___,___,0,0,0,0,0,0,0,0,0,0,Tr.,Tr.,0,0,0,0,0,0,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.
100113,Aceite de oliva virgen extra ecológico,Organic extra virgin olive oil,1,1,899,899,"0,1",0.1,0,0,Tr.,Tr.,0,0,0,0,0,0,0,0,0,0,"99,9",99.9,"14,5",14.5,71,71,10,10,0,0,34,34,0,0,0,0,0,0,"19,8",19.8,"49,6",49.6,Tr.,Tr.,Tr.,Tr.,0,0,Tr.,Tr.,0,0,0,0,Tr.,Tr.,___,___,0,0,0,0,0,0,0,0,0,0,Tr.,Tr.,0,0,0,0,0,0,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.
100114,Aceite de palma,Palm oil,1,1,899,899,"0,1",0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"99,9",99.9,"47,8",47.8,"37,1",37.1,"10,4",10.4,0,0,"9,3",9.3,"4,1",4.1,31,31,8,8,"9,5",9.5,8,8,Tr.,Tr.,Tr.,Tr.,0,0,Tr.,Tr.,0,0,0,0,Tr.,Tr.,0,0,0,0,0,0,0,0,0,0,Tr.,Tr.,Tr.,Tr.,0,0,0,0,0,0,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.
100115,Aceite de semilla de uva,Grape seed oil,1,1,899,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,___,___,"99,9",99.9,"11,1",11.1,"18,9",18.9,66,66,0,0,0,0,0,0,0,0,0,0,"15,3",15.3,___,___,0,0,0,0,0,0,0,0,0,0,0,0,___,___,___,___,0,0,0,0,0,0,0,0,"0,4",0.4,0,0,0,0,0,0,0,0,___,___,___,___,5,5
100116,Aceite de sésamo,sesame oil,1,1,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,"14,2",14.2,"39,7",39.7,"41,7",41.7,0,0,0,0,0,0,0,0,0,0,"4,1",4.1,___,___,0,0,0,0,0,0,0,0,0,0,0,0,___,___,___,___,0,0,0,0,0,0,0,0,___,___,0,0,0,0,0,0,0,0,___,___,___,___,0,0
100117,Aceite de soja,Soybean oil,1,1,900,900,"0,01",0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,"15,6",15.6,"21,2",21.2,"58,8",58.8,0,0,0,0,0,0,0,0,0,0,"16,8",16.8,138,138,Tr.,Tr.,Tr.,Tr.,0,0,Tr.,Tr.,0,0,0,0,Tr.,Tr.,0,0,0,0,0,0,0,0,0,0,Tr.,Tr.,Tr.,Tr.,0,0,0,0,0,0,0,0,Tr.,Tr.,Tr.,Tr.
100201,Mantequilla,Butter,1,1,734,734,"15,9",15.9,0,0,"0,85",0.85,"0,06",0.06,0,0,"0,06",0.06,0,0,0,0,"81,1",81.1,"51,4",51.4,21,21,3,3,215,215,739,739,671,671,410,410,1,1,"2,3",23,7,7,5,5,34,34,"0,21",0.21,3,3,3,3,"0,17",0.17,"0,04",0.04,Tr.,Tr.,0,0,24,24,24,24,"0,02",0.02,"1,8",1.8,"0,09",0.09,2,2,72,72,24,24,"0,04",0.04,"0,03",0.03,"1,8",1.8
100202,Mantequilla ligera,light butter,1,1,517,517,"39,7",39.7,0,0,"3,3",3.3,"1,9",1.9,"1,9",1.9,0,0,0,0,0,0,"55,1",55.1,"34,3",34.3,"15,9",15.9,2,2,106,106,474,474,456,456,107,107,1,1,"1,6",1.6,"4,8",4.8,"0,01",0.01,"0,07",0.07,"0,07",0.07,"0,01",0.01,1,1,"0,13",0.13,___,___,___,___,0,0,48,48,34,34,"1,1",1.1,___,___,"0,26",0.26,5,5,36,36,71,71,___,___,0,0,1,1
100203,Mantequilla salada,salted butter,1,1,736,736,18,18,0,0,"0,89",0.89,"0,7",0.7,0,0,"0,7",0.7,0,0,0,0,"81,1",81.1,"40,8",40.8,"33,4",33.4,"3,3",3.3,215,215,697,697,671,671,158,158,"1,4",1.4,"2,3",23,7,7,5,5,34,34,"0,24",0.24,3,3,3,3,"0,17",0.17,"0,11",0.11,___,___,0,0,24,24,24,24,"0,02",0.02,38,38,"0,09",0.09,2,2,714,714,24,24,"0,04",0.04,"0,03",0.03,1,1
100204,Margarina,Margarine,1,1,722,722,"19,4",19.4,0,0,"0,2",0.2,"0,4",0.4,0,0,"0,4",0.4,0,0,0,0,80,80,"23,8",23.8,31,31,"19,5",19.5,115,115,638,638,530,530,650,650,8,8,10,10,93,93,Tr.,Tr.,Tr.,Tr.,"0,04",0.04,Tr.,Tr.,Tr.,Tr.,0,0,"0,03",0.03,0,0,0,0,4,4,12,12,"0,3",0.3,26,26,0,0,0,0,132,132,5,5,Tr.,Tr.,"0,04",0.04,Tr.,Tr.
100205,Margarina con esteroles,Margarine with sterols,1,1,387,387,"53,9",53.9,0,0,"0,1",0.1,"0,95",0.95,"0,45",0.45,"0,5",0.5,0,0,"0,3",0.3,"42,5",42.5,"8,5",8.5,9,9,"17,5",17.5,Tr.,Tr.,___,___,___,___,___,___,"4,3",4.3,"5,7",5.7,93,93,"0,01",0.01,"0,02",0.02,"0,36",0.36,"0,01",0.01,1,1,"0,06",0.06,"0,05",0.05,___,___,"0,1",0.1,13,13,8,8,"0,06",0.06,26,26,0,0,"0,5",0.5,133,133,7,7,Tr.,Tr.,"0,03",0.03,0,0
100206,Margarina de maíz,corn margarine,1,1,740,740,"15,1",15.1,0,0,"0,9",0.9,4,4,4,4,0,0,0,0,0,0,80,80,13,13,32,32,31,31,2,2,731,731,662,662,414,414,"3,8",3.8,"7,5",7.5,"1,5",1.5,"0,01",0.01,"1,6",1.6,"0,67",0.67,9,9,1,1,"0,1",0.1,84,84,___,___,"0,2",0.2,30,30,23,23,0,0,26,26,0,0,3,3,212,212,42,42,Tr.,Tr.,0,0,0,0
100207,Margarina ligera,light margarine,1,1,371,371,58,58,0,0,"1,6",1.6,"1,1",1.1,"0,6",0.6,"0,5",0.5,0,0,0,0,40,40,"11,3",11.3,"13,5",13.5,"13,9",13.9,"4,2",4.2,584,584,500,500,500,500,"2,5",2.5,6,6,93,93,6,6,22,22,"0,36",0.36,5,5,1,1,"0,06",0.06,51,51,___,___,"0,1",0.1,12,12,8,8,"0,06",0.06,26,26,0,0,"0,5",0.5,132,132,7,7,Tr.,Tr.,"0,03",0.03,0,0
100208,Margarina salada,salty margarine,1,1,730,730,"15,8",15.8,0,0,"0,9",0.9,"0,5",0.5,0,0,"0,5",0.5,0,0,0,0,"80,5",80.5,"15,8",15.8,"35,8",35.8,"25,4",25.4,0,0,731,731,650,650,485,485,8,8,"12,8",12.8,93,93,"0,01",0.01,37,37,"0,02",0.02,9,9,1,1,"0,1",0.1,84,84,___,___,"0,2",0.2,30,30,23,23,"0,06",0.06,26,26,0,0,3,3,232,232,42,42,Tr.,Tr.,0,0,0,0
100209,Margarina vegetal enriquecida,Enriched vegetable margarine,1,1,731,731,"17,2",17.2,0,0,"0,5",0.5,"0,4",0.4,0,0,"0,4",0.4,0,0,0,0,"80,8",80.8,"22,6",22.6,"31,9",31.9,"22,8",22.8,0,0,672,672,560,560,670,670,8,8,"26,5",26.5,___,___,"0,01",0.01,"0,03",0.03,0,0,0,0,0,0,0,0,___,___,___,___,0,0,19,19,16,16,0,0,___,___,0,0,2,2,118,118,22,22,___,___,___,___,___,___
100301,Manteca de cacao,cocoa butter,1,1,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,"59,7",59.7,"32,9",32.9,3,3,0,0,0,0,0,0,0,0,___,___,"1,8",1.8,"24,7",24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100302,Manteca de cerdo,Lard,1,1,891,891,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,"40,6",40.6,43,43,"9,8",9.8,93,93,0,0,0,0,0,0,0,0,"1,6",1.6,7,7,Tr.,Tr.,Tr.,Tr.,0,0,Tr.,Tr.,0,0,0,0,Tr.,Tr.,0,0,0,0,1,1,3,3,"0,1",0.1,"9,7",9.7,0,0,1,1,1,1,1,1,Tr.,Tr.,"0,02",0.02,Tr.,Tr.
110101,Agua con gas embotellada,bottled sparkling water,1,1,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,___,___,0,0,3,3,0,0,Tr.,Tr.,Tr.,Tr.,0,0,1,1,111,111,5,5,0,0,0,0,0,0
110102,Agua corriente,Running water,1,1,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,0,0,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,0,0,Tr.,Tr.
110103,Agua de mineralización débil,Weak mineralized water,1,1,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,___,___,0,0,6,6,0,0,0,0,Tr.,Tr.,0,0,1,1,0,0,0,0,0,0,0,0,0,0
110104,Agua sin gas embotellada,bottled still water,1,1,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,___,___,0,0,6,6,0,0,0,0,Tr.,Tr.,0,0,3,3,1,1,"0,3",0.3,0,0,0,0,0,0
110105,Bíter sin alcohol,Non-alcoholic bitters,1,1,42,42,"89,5",89.5,0,0,Tr.,Tr.,"10,5",10.5,0,0,"10,5",10.5,"10,5",10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,___,___,___,___,0,0,0,0,0,0,___,___,0,0,0,0,___,___,___,___,0,0,4,4,15,15,Tr.,Tr.,___,___,Tr.,Tr.,1,1,8,8,1,1,___,___,___,___,0,0
110106,Gaseosa,Soda,1,1,"21,6",21.6,"94,6",94.6,0,0,Tr.,Tr.,"5,4",5.4,0,0,"5,4",5.4,"5,4",5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tr.,Tr.,Tr.,Tr.,0,0,Tr.,Tr.,0,0,0,0,Tr.,Tr.,0,0,0,0,5,5,0,0,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,7,7,1,1,1,1,"0,01",0.01,0,0
110107,Gaseosa sin calorías,Calorie-free soda,1,1,"0,32",0.32,"99,9",99.9,0,0,"0,01",0.01,"0,07",0.07,0,0,"0,07",0.07,0,0,0,0,0,0,___,___,___,___,___,___,___,___,0,0,0,0,0,0,0,0,___,___,___,___,0,0,0,0,0,0,___,___,0,0,0,0,___,___,___,___,0,0,4,4,0,0,Tr.,Tr.,1,1,8,8,Tr.,Tr.,1,1,15,15,___,___,___,___,___,___
110108,Limonada,Lemonade,1,1,17,17,"94,6",94.6,0,0,"0,5",0.5,"1,9",1.9,0,0,"1,9",1.9,"1,5",1.5,"2,8",2.8,"0,2",0.2,"0,02",0.02,"0,02",0.02,"0,06",0.06,0,0,"1,7",1.7,0,0,0,0,0,0,"0,8",0.8,___,___,"0,02",0.02,"0,02",0.02,"0,25",0.25,"0,04",0.04,___,___,0,0,___,___,___,___,44,44,13,13,11,11,"0,2",0.2,"1,5",1.5,"0,11",0.11,8,8,2,2,82,82,___,___,___,___,"0,4",0.4
