Area,Item,Unit,Value,Sentence
Northern Europe,"Meat of rabbits and hares, fresh or chilled",t,366.8,"The production of Meat of rabbits and hares, fresh or chilled in Northern Europe is 366.8 t per year"
Northern Europe,"Meat of sheep, fresh or chilled",t,401630.91,"The production of Meat of sheep, fresh or chilled in Northern Europe is 401630.91 t per year"
Northern Europe,"Meat of turkeys, fresh or chilled",t,155473.13,"The production of Meat of turkeys, fresh or chilled in Northern Europe is 155473.13 t per year"
Northern Europe,Mixed grain,t,212501.0,The production of Mixed grain in Northern Europe is 212501.0 t per year
Northern Europe,Molasses,t,2794779.57,The production of Molasses in Northern Europe is 2794779.57 t per year
Northern Europe,Mushrooms and truffles,t,162349.97,The production of Mushrooms and truffles in Northern Europe is 162349.97 t per year
Northern Europe,Mustard seed,t,521.58,The production of Mustard seed in Northern Europe is 521.58 t per year
Northern Europe,Natural honey,t,26362.77,The production of Natural honey in Northern Europe is 26362.77 t per year
Northern Europe,Oats,t,4452240.0,The production of Oats in Northern Europe is 4452240.0 t per year
Northern Europe,Oil of linseed,t,12456.75,The production of Oil of linseed in Northern Europe is 12456.75 t per year
Northern Europe,Oil of maize,t,35400.0,The production of Oil of maize in Northern Europe is 35400.0 t per year
Northern Europe,Oil of palm kernel,t,0.0,The production of Oil of palm kernel in Northern Europe is 0.0 t per year
Northern Europe,Oil of sesame seed,t,548.54,The production of Oil of sesame seed in Northern Europe is 548.54 t per year
Northern Europe,Olive oil,t,0.0,The production of Olive oil in Northern Europe is 0.0 t per year
Northern Europe,Olives,t,0.0,The production of Olives in Northern Europe is 0.0 t per year
Northern Europe,"Onions and shallots, dry (excluding dehydrated)",t,502472.72,"The production of Onions and shallots, dry (excluding dehydrated) in Northern Europe is 502472.72 t per year"
Northern Europe,"Onions and shallots, green",t,38463.17,"The production of Onions and shallots, green in Northern Europe is 38463.17 t per year"
Northern Europe,Oranges,t,0.0,The production of Oranges in Northern Europe is 0.0 t per year
Northern Europe,"Other beans, green",t,25587.33,"The production of Other beans, green in Northern Europe is 25587.33 t per year"
Northern Europe,Other berries and fruits of the genus vaccinium n.e.c.,t,16336.0,The production of Other berries and fruits of the genus vaccinium n.e.c. in Northern Europe is 16336.0 t per year
Northern Europe,"Other citrus fruit, n.e.c.",t,0.0,"The production of Other citrus fruit, n.e.c. in Northern Europe is 0.0 t per year"
Northern Europe,"Other fruits, n.e.c.",t,9073.03,"The production of Other fruits, n.e.c. in Northern Europe is 9073.03 t per year"
Northern Europe,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",t,7032.86,"The production of Other meat n.e.c. (excluding mammals), fresh, chilled or frozen in Northern Europe is 7032.86 t per year"
Northern Europe,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",t,0.0,"The production of Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c. in Northern Europe is 0.0 t per year"
Northern Europe,"Other oil seeds, n.e.c.",t,11210.0,"The production of Other oil seeds, n.e.c. in Northern Europe is 11210.0 t per year"
Northern Europe,Other pome fruits,t,1660.0,The production of Other pome fruits in Northern Europe is 1660.0 t per year
Northern Europe,Other pulses n.e.c.,t,297835.22,The production of Other pulses n.e.c. in Northern Europe is 297835.22 t per year
Northern Europe,Other stone fruits,t,10.0,The production of Other stone fruits in Northern Europe is 10.0 t per year
Northern Europe,"Other tropical fruits, n.e.c.",t,0.0,"The production of Other tropical fruits, n.e.c. in Northern Europe is 0.0 t per year"
Northern Europe,"Other vegetables, fresh n.e.c.",t,220288.0,"The production of Other vegetables, fresh n.e.c. in Northern Europe is 220288.0 t per year"
Northern Europe,Palm oil,t,0.0,The production of Palm oil in Northern Europe is 0.0 t per year
Northern Europe,Peaches and nectarines,t,0.0,The production of Peaches and nectarines in Northern Europe is 0.0 t per year
Northern Europe,Pears,t,31553.7,The production of Pears in Northern Europe is 31553.7 t per year
Northern Europe,"Peas, dry",t,708185.54,"The production of Peas, dry in Northern Europe is 708185.54 t per year"
Northern Europe,"Peas, green",t,206145.19,"The production of Peas, green in Northern Europe is 206145.19 t per year"
Northern Europe,"Pig fat, rendered",t,126461.72,"The production of Pig fat, rendered in Northern Europe is 126461.72 t per year"
Northern Europe,Plums and sloes,t,7732.6,The production of Plums and sloes in Northern Europe is 7732.6 t per year
Northern Europe,Pomelos and grapefruits,t,0.0,The production of Pomelos and grapefruits in Northern Europe is 0.0 t per year
Northern Europe,Poppy seed,t,162.0,The production of Poppy seed in Northern Europe is 162.0 t per year
Northern Europe,Potatoes,t,10011330.91,The production of Potatoes in Northern Europe is 10011330.91 t per year
Northern Europe,"Pumpkins, squash and gourds",t,26840.0,"The production of Pumpkins, squash and gourds in Northern Europe is 26840.0 t per year"
Northern Europe,Quinces,t,641.0,The production of Quinces in Northern Europe is 641.0 t per year
Northern Europe,Rape or colza seed,t,4300060.0,The production of Rape or colza seed in Northern Europe is 4300060.0 t per year
Northern Europe,"Rapeseed or canola oil, crude",t,1388126.06,"The production of Rapeseed or canola oil, crude in Northern Europe is 1388126.06 t per year"
Northern Europe,Raspberries,t,22585.99,The production of Raspberries in Northern Europe is 22585.99 t per year
Northern Europe,Raw cane or beet sugar (centrifugal only),t,2034442.51,The production of Raw cane or beet sugar (centrifugal only) in Northern Europe is 2034442.51 t per year
Northern Europe,Raw hides and skins of cattle,t,201141.73,The production of Raw hides and skins of cattle in Northern Europe is 201141.73 t per year
Northern Europe,Raw hides and skins of goats or kids,t,92.8,The production of Raw hides and skins of goats or kids in Northern Europe is 92.8 t per year
Northern Europe,Raw hides and skins of sheep or lambs,t,88837.33,The production of Raw hides and skins of sheep or lambs in Northern Europe is 88837.33 t per year
Northern Europe,Raw milk of buffalo,t,0.0,The production of Raw milk of buffalo in Northern Europe is 0.0 t per year
Northern Europe,Raw milk of cattle,t,40329530.0,The production of Raw milk of cattle in Northern Europe is 40329530.0 t per year
Northern Europe,Raw milk of goats,t,25548.0,The production of Raw milk of goats in Northern Europe is 25548.0 t per year
Northern Europe,Raw milk of sheep,t,0.0,The production of Raw milk of sheep in Northern Europe is 0.0 t per year
Northern Europe,Rice,t,0.0,The production of Rice in Northern Europe is 0.0 t per year
Northern Europe,Rye,t,1439307.0,The production of Rye in Northern Europe is 1439307.0 t per year
Northern Europe,"Safflower-seed oil, crude",t,267.63,"The production of Safflower-seed oil, crude in Northern Europe is 267.63 t per year"
Northern Europe,"Sheep fat, unrendered",t,21792.44,"The production of Sheep fat, unrendered in Northern Europe is 21792.44 t per year"
Northern Europe,"Shorn wool, greasy, including fleece-washed shorn wool",t,76208.08,"The production of Shorn wool, greasy, including fleece-washed shorn wool in Northern Europe is 76208.08 t per year"
Northern Europe,Skim milk and whey powder,t,447378.52,The production of Skim milk and whey powder in Northern Europe is 447378.52 t per year
Northern Europe,Skim milk of cows,t,12633472.09,The production of Skim milk of cows in Northern Europe is 12633472.09 t per year
Northern Europe,"Skim milk, condensed",t,136036.46,"The production of Skim milk, condensed in Northern Europe is 136036.46 t per year"
Northern Europe,"Skim milk, evaporated",t,983.42,"The production of Skim milk, evaporated in Northern Europe is 983.42 t per year"
Northern Europe,Sorghum,t,0.0,The production of Sorghum in Northern Europe is 0.0 t per year
Northern Europe,Sour cherries,t,1860.0,The production of Sour cherries in Northern Europe is 1860.0 t per year
Northern Europe,Soya bean oil,t,221881.07,The production of Soya bean oil in Northern Europe is 221881.07 t per year
Northern Europe,Soya beans,t,2290.0,The production of Soya beans in Northern Europe is 2290.0 t per year
Northern Europe,Spinach,t,4860.0,The production of Spinach in Northern Europe is 4860.0 t per year
Northern Europe,Strawberries,t,176405.36,The production of Strawberries in Northern Europe is 176405.36 t per year
Northern Europe,Sugar beet,t,11307560.0,The production of Sugar beet in Northern Europe is 11307560.0 t per year
Northern Europe,Sunflower seed,t,0.0,The production of Sunflower seed in Northern Europe is 0.0 t per year
Northern Europe,"Sunflower-seed oil, crude",t,11955.77,"The production of Sunflower-seed oil, crude in Northern Europe is 11955.77 t per year"
Northern Europe,Tallow,t,290912.53,The production of Tallow in Northern Europe is 290912.53 t per year
Northern Europe,"Tangerines, mandarins, clementines",t,0.0,"The production of Tangerines, mandarins, clementines in Northern Europe is 0.0 t per year"
Northern Europe,Tomatoes,t,176844.24,The production of Tomatoes in Northern Europe is 176844.24 t per year
Northern Europe,Triticale,t,506313.0,The production of Triticale in Northern Europe is 506313.0 t per year
Northern Europe,"True hemp, raw or retted",t,1350.0,"The production of True hemp, raw or retted in Northern Europe is 1350.0 t per year"
Northern Europe,Unmanufactured tobacco,t,0.0,The production of Unmanufactured tobacco in Northern Europe is 0.0 t per year
Northern Europe,Vetches,t,821.0,The production of Vetches in Northern Europe is 821.0 t per year
Northern Europe,"Walnuts, in shell",t,130.0,"The production of Walnuts, in shell in Northern Europe is 130.0 t per year"
Northern Europe,Watermelons,t,0.0,The production of Watermelons in Northern Europe is 0.0 t per year
Northern Europe,Wheat,t,32759800.0,The production of Wheat in Northern Europe is 32759800.0 t per year
Northern Europe,"Whey, condensed",t,201513.75,"The production of Whey, condensed in Northern Europe is 201513.75 t per year"
Northern Europe,"Whey, dry",t,516302.29,"The production of Whey, dry in Northern Europe is 516302.29 t per year"
Northern Europe,Whole milk powder,t,248627.15,The production of Whole milk powder in Northern Europe is 248627.15 t per year
Northern Europe,"Whole milk, condensed",t,109877.52,"The production of Whole milk, condensed in Northern Europe is 109877.52 t per year"
Northern Europe,"Whole milk, evaporated",t,76520.38,"The production of Whole milk, evaporated in Northern Europe is 76520.38 t per year"
Northern Europe,Wine,t,9154.93,The production of Wine in Northern Europe is 9154.93 t per year
Northern Europe,Yoghurt,t,273620.0,The production of Yoghurt in Northern Europe is 273620.0 t per year
Northern Europe,"Beef and Buffalo Meat, primary",t,2054312.0,"The production of Beef and Buffalo Meat, primary in Northern Europe is 2054312.0 t per year"
Northern Europe,Butter and Ghee,t,703665.0,The production of Butter and Ghee in Northern Europe is 703665.0 t per year
Northern Europe,"Cereals, primary",t,57549221.0,"The production of Cereals, primary in Northern Europe is 57549221.0 t per year"
Northern Europe,Cheese (All Kinds),t,1728387.0,The production of Cheese (All Kinds) in Northern Europe is 1728387.0 t per year
Northern Europe,"Citrus Fruit, Total",t,0.0,"The production of Citrus Fruit, Total in Northern Europe is 0.0 t per year"
Northern Europe,Eggs Primary,t,1206922.9,The production of Eggs Primary in Northern Europe is 1206922.9 t per year
Northern Europe,Evaporated & Condensed Milk,t,524932.0,The production of Evaporated & Condensed Milk in Northern Europe is 524932.0 t per year
Northern Europe,"Fibre Crops, Fibre Equivalent",t,15822.05,"The production of Fibre Crops, Fibre Equivalent in Northern Europe is 15822.05 t per year"
Northern Europe,Fruit Primary,t,1039511.26,The production of Fruit Primary in Northern Europe is 1039511.26 t per year
Northern Europe,"Meat, Poultry",t,2852158.7,"The production of Meat, Poultry in Northern Europe is 2852158.7 t per year"
Northern Europe,"Meat, Total",t,9039380.27,"The production of Meat, Total in Northern Europe is 9039380.27 t per year"
Northern Europe,"Milk, Total",t,40355078.0,"The production of Milk, Total in Northern Europe is 40355078.0 t per year"
Northern Europe,"Oilcrops, Cake Equivalent",t,2625542.0,"The production of Oilcrops, Cake Equivalent in Northern Europe is 2625542.0 t per year"
Northern Europe,"Oilcrops, Oil Equivalent",t,1658337.4,"The production of Oilcrops, Oil Equivalent in Northern Europe is 1658337.4 t per year"
Northern Europe,"Pulses, Total",t,2236662.76,"The production of Pulses, Total in Northern Europe is 2236662.76 t per year"
Northern Europe,"Roots and Tubers, Total",t,10011330.91,"The production of Roots and Tubers, Total in Northern Europe is 10011330.91 t per year"
Northern Europe,Sheep and Goat Meat,t,402079.91,The production of Sheep and Goat Meat in Northern Europe is 402079.91 t per year
Northern Europe,"Skim Milk & Buttermilk, Dry",t,519919.0,"The production of Skim Milk & Buttermilk, Dry in Northern Europe is 519919.0 t per year"
Northern Europe,Sugar Crops Primary,t,11307560.0,The production of Sugar Crops Primary in Northern Europe is 11307560.0 t per year
Northern Europe,"Treenuts, Total",t,170.0,"The production of Treenuts, Total in Northern Europe is 170.0 t per year"
Northern Europe,Vegetables Primary,t,3813203.01,The production of Vegetables Primary in Northern Europe is 3813203.01 t per year
Southern Europe,"Almonds, in shell",t,407329.0,"The production of Almonds, in shell in Southern Europe is 407329.0 t per year"
Southern Europe,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",t,3416.47,"The production of Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw in Southern Europe is 3416.47 t per year"
Southern Europe,Apples,t,4395645.81,The production of Apples in Southern Europe is 4395645.81 t per year
Southern Europe,Apricots,t,488115.0,The production of Apricots in Southern Europe is 488115.0 t per year
Southern Europe,Artichokes,t,586690.0,The production of Artichokes in Southern Europe is 586690.0 t per year
Southern Europe,Asparagus,t,109910.59,The production of Asparagus in Southern Europe is 109910.59 t per year
Southern Europe,Avocados,t,146646.83,The production of Avocados in Southern Europe is 146646.83 t per year
Southern Europe,Bananas,t,382030.0,The production of Bananas in Southern Europe is 382030.0 t per year
Southern Europe,Barley,t,9672938.99,The production of Barley in Southern Europe is 9672938.99 t per year
Southern Europe,"Beans, dry",t,42226.77,"The production of Beans, dry in Southern Europe is 42226.77 t per year"
Southern Europe,"Beer of barley, malted",t,8008496.0,"The production of Beer of barley, malted in Southern Europe is 8008496.0 t per year"
Southern Europe,Beeswax,t,2347.61,The production of Beeswax in Southern Europe is 2347.61 t per year
Southern Europe,Blueberries,t,99820.0,The production of Blueberries in Southern Europe is 99820.0 t per year
Southern Europe,"Broad beans and horse beans, dry",t,138757.96,"The production of Broad beans and horse beans, dry in Southern Europe is 138757.96 t per year"
Southern Europe,"Broad beans and horse beans, green",t,94539.02,"The production of Broad beans and horse beans, green in Southern Europe is 94539.02 t per year"
Southern Europe,Buckwheat,t,442.0,The production of Buckwheat in Southern Europe is 442.0 t per year
Southern Europe,"Buffalo fat, unrendered",t,999.51,"The production of Buffalo fat, unrendered in Southern Europe is 999.51 t per year"
Southern Europe,Butter of cow milk,t,198836.34,The production of Butter of cow milk in Southern Europe is 198836.34 t per year
Southern Europe,"Buttermilk, dry",t,16274.7,"The production of Buttermilk, dry in Southern Europe is 16274.7 t per year"
Southern Europe,Cabbages,t,1461151.56,The production of Cabbages in Southern Europe is 1461151.56 t per year
Southern Europe,Canary seed,t,299.0,The production of Canary seed in Southern Europe is 299.0 t per year
Southern Europe,Cantaloupes and other melons,t,1304825.5,The production of Cantaloupes and other melons in Southern Europe is 1304825.5 t per year
Southern Europe,Carrots and turnips,t,948397.8,The production of Carrots and turnips in Southern Europe is 948397.8 t per year
Southern Europe,Castor oil seeds,t,0.0,The production of Castor oil seeds in Southern Europe is 0.0 t per year
Southern Europe,"Cattle fat, unrendered",t,138320.07,"The production of Cattle fat, unrendered in Southern Europe is 138320.07 t per year"
Southern Europe,Cauliflowers and broccoli,t,1145249.45,The production of Cauliflowers and broccoli in Southern Europe is 1145249.45 t per year
Southern Europe,Cereals n.e.c.,t,98442.0,The production of Cereals n.e.c. in Southern Europe is 98442.0 t per year
Southern Europe,"Cheese from milk of buffalo, fresh or processed",t,29998.75,"The production of Cheese from milk of buffalo, fresh or processed in Southern Europe is 29998.75 t per year"
Southern Europe,"Cheese from milk of goats, fresh or processed",t,112185.65,"The production of Cheese from milk of goats, fresh or processed in Southern Europe is 112185.65 t per year"
Southern Europe,"Cheese from milk of sheep, fresh or processed",t,310461.16,"The production of Cheese from milk of sheep, fresh or processed in Southern Europe is 310461.16 t per year"
Southern Europe,Cheese from skimmed cow milk,t,11825.34,The production of Cheese from skimmed cow milk in Southern Europe is 11825.34 t per year
Southern Europe,Cheese from whole cow milk,t,1712412.87,The production of Cheese from whole cow milk in Southern Europe is 1712412.87 t per year
Southern Europe,Cherries,t,417737.48,The production of Cherries in Southern Europe is 417737.48 t per year
Southern Europe,"Chestnuts, in shell",t,307779.83,"The production of Chestnuts, in shell in Southern Europe is 307779.83 t per year"
Southern Europe,"Chick peas, dry",t,9783.79,"The production of Chick peas, dry in Southern Europe is 9783.79 t per year"
Southern Europe,Chicory roots,t,3620.92,The production of Chicory roots in Southern Europe is 3620.92 t per year
Southern Europe,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",t,32989.89,"The production of Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw in Southern Europe is 32989.89 t per year"
Southern Europe,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,2458630.46,"The production of Chillies and peppers, green (Capsicum spp. and Pimenta spp.) in Southern Europe is 2458630.46 t per year"
Southern Europe,Coconut oil,t,0.0,The production of Coconut oil in Southern Europe is 0.0 t per year
Southern Europe,"Coffee, green",t,5.0,"The production of Coffee, green in Southern Europe is 5.0 t per year"
Southern Europe,"Cotton lint, ginned",t,584517.0,"The production of Cotton lint, ginned in Southern Europe is 584517.0 t per year"
Southern Europe,Cotton seed,t,963871.8,The production of Cotton seed in Southern Europe is 963871.8 t per year
Southern Europe,Cottonseed oil,t,59983.91,The production of Cottonseed oil in Southern Europe is 59983.91 t per year
Southern Europe,"Cow peas, dry",t,23660.83,"The production of Cow peas, dry in Southern Europe is 23660.83 t per year"
Southern Europe,Cranberries,t,309.51,The production of Cranberries in Southern Europe is 309.51 t per year
Southern Europe,"Cream, fresh",t,484840.45,"The production of Cream, fresh in Southern Europe is 484840.45 t per year"
Southern Europe,Cucumbers and gherkins,t,1233559.1,The production of Cucumbers and gherkins in Southern Europe is 1233559.1 t per year
Southern Europe,Currants,t,1918.89,The production of Currants in Southern Europe is 1918.89 t per year
Southern Europe,Dates,t,12084.0,The production of Dates in Southern Europe is 12084.0 t per year
Southern Europe,"Edible offal of buffalo, fresh, chilled or frozen",t,3103.71,"The production of Edible offal of buffalo, fresh, chilled or frozen in Southern Europe is 3103.71 t per year"
Southern Europe,"Edible offal of cattle, fresh, chilled or frozen",t,232047.38,"The production of Edible offal of cattle, fresh, chilled or frozen in Southern Europe is 232047.38 t per year"
Southern Europe,"Edible offal of goat, fresh, chilled or frozen",t,9606.51,"The production of Edible offal of goat, fresh, chilled or frozen in Southern Europe is 9606.51 t per year"
Southern Europe,"Edible offal of pigs, fresh, chilled or frozen",t,730166.96,"The production of Edible offal of pigs, fresh, chilled or frozen in Southern Europe is 730166.96 t per year"
Southern Europe,"Edible offal of sheep, fresh, chilled or frozen",t,48611.35,"The production of Edible offal of sheep, fresh, chilled or frozen in Southern Europe is 48611.35 t per year"
Southern Europe,"Edible offals of camels and other camelids, fresh, chilled or frozen",t,0.0,"The production of Edible offals of camels and other camelids, fresh, chilled or frozen in Southern Europe is 0.0 t per year"
Southern Europe,"Edible offals of horses and other equines,  fresh, chilled or frozen",t,1894.43,"The production of Edible offals of horses and other equines,  fresh, chilled or frozen in Southern Europe is 1894.43 t per year"
Southern Europe,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",t,6780.9,"The production of Edible roots and tubers with high starch or inulin content, n.e.c., fresh in Southern Europe is 6780.9 t per year"
Southern Europe,Eggplants (aubergines),t,673212.68,The production of Eggplants (aubergines) in Southern Europe is 673212.68 t per year
Southern Europe,"Eggs from other birds in shell, fresh, n.e.c.",t,200.0,"The production of Eggs from other birds in shell, fresh, n.e.c. in Southern Europe is 200.0 t per year"
Southern Europe,"Eggs from other birds in shell, fresh, n.e.c.",1000 No,3120.0,"The production of Eggs from other birds in shell, fresh, n.e.c. in Southern Europe is 3120.0 1000 No per year"
Southern Europe,Fat of camels,t,0.0,The production of Fat of camels in Southern Europe is 0.0 t per year
Southern Europe,Fat of pigs,t,286561.28,The production of Fat of pigs in Southern Europe is 286561.28 t per year
Southern Europe,Figs,t,98108.67,The production of Figs in Southern Europe is 98108.67 t per year
Southern Europe,"Flax, raw or retted",t,640.0,"The production of Flax, raw or retted in Southern Europe is 640.0 t per year"
Southern Europe,"Game meat, fresh, chilled or frozen",t,10949.63,"The production of Game meat, fresh, chilled or frozen in Southern Europe is 10949.63 t per year"
Southern Europe,Ghee from cow milk,t,3915.21,The production of Ghee from cow milk in Southern Europe is 3915.21 t per year
Southern Europe,"Goat fat, unrendered",t,2868.37,"The production of Goat fat, unrendered in Southern Europe is 2868.37 t per year"
Southern Europe,Gooseberries,t,36.0,The production of Gooseberries in Southern Europe is 36.0 t per year
Southern Europe,Grapes,t,16949841.81,The production of Grapes in Southern Europe is 16949841.81 t per year
Southern Europe,Green corn (maize),t,819020.94,The production of Green corn (maize) in Southern Europe is 819020.94 t per year
Southern Europe,Green garlic,t,357033.5,The production of Green garlic in Southern Europe is 357033.5 t per year
Southern Europe,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",t,2310.55,"The production of Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg in Southern Europe is 2310.55 t per year"
Southern Europe,Groundnut oil,t,11999.09,The production of Groundnut oil in Southern Europe is 11999.09 t per year
Southern Europe,"Groundnuts, excluding shelled",t,5228.0,"The production of Groundnuts, excluding shelled in Southern Europe is 5228.0 t per year"
Southern Europe,"Hazelnuts, in shell",t,121128.0,"The production of Hazelnuts, in shell in Southern Europe is 121128.0 t per year"
Southern Europe,Hempseed,t,2.0,The production of Hempseed in Southern Europe is 2.0 t per year
Southern Europe,"Hen eggs in shell, fresh",t,2002012.79,"The production of Hen eggs in shell, fresh in Southern Europe is 2002012.79 t per year"
Southern Europe,"Hen eggs in shell, fresh",1000 No,33528757.0,"The production of Hen eggs in shell, fresh in Southern Europe is 33528757.0 1000 No per year"
Southern Europe,Hop cones,t,5383.66,The production of Hop cones in Southern Europe is 5383.66 t per year
Southern Europe,"Horse meat, fresh or chilled",t,14677.52,"The production of Horse meat, fresh or chilled in Southern Europe is 14677.52 t per year"
Southern Europe,"Kenaf, and other textile bast fibres, raw or retted",t,0.0,"The production of Kenaf, and other textile bast fibres, raw or retted in Southern Europe is 0.0 t per year"
Southern Europe,Kiwi fruit,t,924260.0,The production of Kiwi fruit in Southern Europe is 924260.0 t per year
Southern Europe,Leeks and other alliaceous vegetables,t,162902.45,The production of Leeks and other alliaceous vegetables in Southern Europe is 162902.45 t per year
Southern Europe,Lemons and limes,t,1466517.0,The production of Lemons and limes in Southern Europe is 1466517.0 t per year
Southern Europe,"Lentils, dry",t,83.0,"The production of Lentils, dry in Southern Europe is 83.0 t per year"
Southern Europe,Lettuce and chicory,t,1779404.04,The production of Lettuce and chicory in Southern Europe is 1779404.04 t per year
Southern Europe,Linseed,t,1000.0,The production of Linseed in Southern Europe is 1000.0 t per year
Southern Europe,Locust beans (carobs),t,84219.8,The production of Locust beans (carobs) in Southern Europe is 84219.8 t per year
Southern Europe,Lupins,t,30490.0,The production of Lupins in Southern Europe is 30490.0 t per year
Southern Europe,Maize (corn),t,18087617.77,The production of Maize (corn) in Southern Europe is 18087617.77 t per year
Southern Europe,Margarine and shortening,t,420441.46,The production of Margarine and shortening in Southern Europe is 420441.46 t per year
Southern Europe,"Meat of asses, fresh or chilled",t,427.3,"The production of Meat of asses, fresh or chilled in Southern Europe is 427.3 t per year"
Southern Europe,"Meat of buffalo, fresh or chilled",t,21544.38,"The production of Meat of buffalo, fresh or chilled in Southern Europe is 21544.38 t per year"
Southern Europe,"Meat of cattle with the bone, fresh or chilled",t,1818393.35,"The production of Meat of cattle with the bone, fresh or chilled in Southern Europe is 1818393.35 t per year"
Southern Europe,"Meat of chickens, fresh or chilled",t,3239544.0,"The production of Meat of chickens, fresh or chilled in Southern Europe is 3239544.0 t per year"
Southern Europe,"Meat of ducks, fresh or chilled",t,15110.0,"The production of Meat of ducks, fresh or chilled in Southern Europe is 15110.0 t per year"
Southern Europe,"Meat of geese, fresh or chilled",t,196.1,"The production of Meat of geese, fresh or chilled in Southern Europe is 196.1 t per year"
Southern Europe,"Meat of goat, fresh or chilled",t,60390.62,"The production of Meat of goat, fresh or chilled in Southern Europe is 60390.62 t per year"
Southern Europe,"Meat of mules, fresh or chilled",t,702.47,"The production of Meat of mules, fresh or chilled in Southern Europe is 702.47 t per year"
Southern Europe,"Meat of pig with the bone, fresh or chilled",t,7251701.53,"The production of Meat of pig with the bone, fresh or chilled in Southern Europe is 7251701.53 t per year"
Southern Europe,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",t,4000.0,"The production of Meat of pigeons and other birds n.e.c., fresh, chilled or frozen in Southern Europe is 4000.0 t per year"
Southern Europe,"Meat of rabbits and hares, fresh or chilled",t,73968.39,"The production of Meat of rabbits and hares, fresh or chilled in Southern Europe is 73968.39 t per year"
Southern Europe,"Meat of sheep, fresh or chilled",t,281759.75,"The production of Meat of sheep, fresh or chilled in Southern Europe is 281759.75 t per year"
Southern Europe,"Meat of turkeys, fresh or chilled",t,509931.49,"The production of Meat of turkeys, fresh or chilled in Southern Europe is 509931.49 t per year"
Southern Europe,Melonseed,t,4498.92,The production of Melonseed in Southern Europe is 4498.92 t per year
Southern Europe,Millet,t,140.82,The production of Millet in Southern Europe is 140.82 t per year
Southern Europe,Mixed grain,t,118769.48,The production of Mixed grain in Southern Europe is 118769.48 t per year
Southern Europe,Molasses,t,328516.89,The production of Molasses in Southern Europe is 328516.89 t per year
Southern Europe,Mushrooms and truffles,t,262283.21,The production of Mushrooms and truffles in Southern Europe is 262283.21 t per year
Southern Europe,Mustard seed,t,2468.29,The production of Mustard seed in Southern Europe is 2468.29 t per year
Southern Europe,Natural honey,t,113057.74,The production of Natural honey in Southern Europe is 113057.74 t per year
Southern Europe,Oats,t,1379819.06,The production of Oats in Southern Europe is 1379819.06 t per year
Southern Europe,Oil of linseed,t,14697.86,The production of Oil of linseed in Southern Europe is 14697.86 t per year
Southern Europe,Oil of maize,t,131641.94,The production of Oil of maize in Southern Europe is 131641.94 t per year
Southern Europe,Oil of palm kernel,t,2.02,The production of Oil of palm kernel in Southern Europe is 2.02 t per year
Southern Europe,Oil of sesame seed,t,11118.37,The production of Oil of sesame seed in Southern Europe is 11118.37 t per year
Southern Europe,Okra,t,8094.37,The production of Okra in Southern Europe is 8094.37 t per year
Southern Europe,Olive oil,t,2369853.53,The production of Olive oil in Southern Europe is 2369853.53 t per year
Southern Europe,Olives,t,10154951.84,The production of Olives in Southern Europe is 10154951.84 t per year
Southern Europe,"Onions and shallots, dry (excluding dehydrated)",t,2079625.63,"The production of Onions and shallots, dry (excluding dehydrated) in Southern Europe is 2079625.63 t per year"
Southern Europe,"Onions and shallots, green",t,53538.51,"The production of Onions and shallots, green in Southern Europe is 53538.51 t per year"
Southern Europe,Oranges,t,5877653.03,The production of Oranges in Southern Europe is 5877653.03 t per year
Southern Europe,"Other beans, green",t,393956.14,"The production of Other beans, green in Southern Europe is 393956.14 t per year"
Southern Europe,Other berries and fruits of the genus vaccinium n.e.c.,t,16541.45,The production of Other berries and fruits of the genus vaccinium n.e.c. in Southern Europe is 16541.45 t per year
Southern Europe,"Other citrus fruit, n.e.c.",t,41261.0,"The production of Other citrus fruit, n.e.c. in Southern Europe is 41261.0 t per year"
Southern Europe,"Other fruits, n.e.c.",t,59636.24,"The production of Other fruits, n.e.c. in Southern Europe is 59636.24 t per year"
Southern Europe,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",t,228.94,"The production of Other meat n.e.c. (excluding mammals), fresh, chilled or frozen in Southern Europe is 228.94 t per year"
Southern Europe,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",t,49991.0,"The production of Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c. in Southern Europe is 49991.0 t per year"
Southern Europe,"Other oil seeds, n.e.c.",t,35585.0,"The production of Other oil seeds, n.e.c. in Southern Europe is 35585.0 t per year"
Southern Europe,Other pome fruits,t,43970.0,The production of Other pome fruits in Southern Europe is 43970.0 t per year
